"ID","session","batch","schedule","Block","Trial","InfoCost","Target","Correct1st","Confidence1st","RT1st","SeeAgain","RTSee","Correct2nd","Confidence2nd","RT2nd","Day","DotDiff","excluded_by_RT","excluded_by_accuracy"
"667c2662a541712f84139691",1,"batch1",1,1,1,5,-1,1,100,727,0,4170,1,100,819,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,2,5,-1,1,100,2577,1,3183,1,100,599,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,3,5,-1,0,100,953,0,2214,0,100,1360,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,4,5,1,0,83,1600,1,1536,1,100,612,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,5,5,-1,1,100,1426,1,2116,1,100,840,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,6,5,1,1,100,1570,0,1260,1,100,1369,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,7,5,1,1,100,1581,0,1076,1,100,1372,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,8,5,-1,1,100,1029,0,1389,1,100,1170,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,9,5,1,1,83,1814,0,1279,1,100,2712,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,10,5,-1,1,67,1892,1,1159,1,100,624,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,11,5,-1,1,100,731,0,2475,1,100,1070,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,12,5,1,1,67,1592,1,1110,1,100,523,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,13,5,-1,1,100,634,0,1148,1,100,988,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,14,5,-1,1,100,728,0,890,1,100,448,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,15,5,1,1,67,2223,1,1074,0,100,1404,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,16,5,-1,1,100,910,0,848,1,100,1391,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,17,5,1,0,67,2166,1,747,1,100,544,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,18,5,-1,1,67,1709,1,919,1,100,688,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,19,5,1,0,100,759,0,786,0,100,1061,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,20,5,-1,1,83,1290,1,1062,1,100,323,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,21,5,1,1,67,2405,1,701,1,83,1856,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,22,5,-1,1,100,648,0,1056,1,100,2826,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,23,5,1,1,83,1240,0,2548,1,83,706,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,24,5,-1,1,100,682,0,1026,1,100,314,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,1,25,5,-1,1,67,2291,1,757,1,100,357,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,26,20,-1,1,100,524,0,1127,1,100,694,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,27,20,1,1,83,1324,0,2093,1,100,1852,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,28,20,1,0,100,937,0,1377,0,100,2110,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,29,20,-1,1,100,730,0,681,1,100,638,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,30,20,1,0,100,698,0,818,0,100,577,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,31,20,1,0,100,784,0,923,0,100,587,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,32,20,-1,1,100,611,0,796,1,100,2598,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,33,20,1,1,100,933,0,1132,1,100,1273,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,34,20,1,1,100,1077,0,1722,1,100,1700,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,35,20,-1,1,100,698,0,928,1,100,600,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,36,20,1,0,100,743,0,675,0,100,339,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,37,20,1,1,67,1168,0,956,1,100,594,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,38,20,1,0,67,1561,0,1110,0,100,614,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,39,20,-1,1,100,526,0,881,1,100,1035,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,40,20,1,0,100,680,0,723,0,100,643,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,41,20,-1,1,67,2385,0,1098,1,100,436,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,42,20,-1,1,100,474,0,575,1,100,568,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,43,20,1,1,100,992,0,710,1,100,772,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,44,20,1,1,67,1566,0,656,1,100,398,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,45,20,-1,1,100,484,0,1256,1,100,554,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,46,20,1,1,67,2043,0,1503,1,67,566,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,47,20,-1,1,100,360,0,769,1,100,472,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,48,20,-1,1,100,723,0,904,1,83,518,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,49,20,1,1,83,1116,0,794,1,83,790,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,2,50,20,-1,0,100,904,0,674,0,100,653,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,51,5,1,0,100,905,0,1512,0,100,1903,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,52,5,1,0,100,345,0,1805,0,100,574,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,53,5,1,0,83,1695,1,926,1,100,1043,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,54,5,-1,0,83,2026,1,605,1,100,493,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,55,5,-1,1,100,432,0,928,1,100,721,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,56,5,1,1,100,540,0,678,1,100,999,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,57,5,1,1,83,1952,1,529,1,100,631,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,58,5,-1,1,100,610,0,1032,1,100,495,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,59,5,-1,1,83,1418,1,1152,1,100,324,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,60,5,1,1,67,2060,1,653,1,100,764,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,61,5,-1,1,67,1650,1,1155,1,100,347,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,62,5,-1,1,100,1249,1,1008,1,100,334,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,63,5,-1,1,100,593,0,818,1,100,389,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,64,5,1,1,83,2420,1,782,1,100,388,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,65,5,1,0,83,1514,1,672,1,100,338,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,66,5,-1,1,83,1030,1,549,1,100,368,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,67,5,1,1,100,297,0,653,1,100,754,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,68,5,1,1,100,650,0,592,1,100,329,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,69,5,-1,0,100,1171,0,840,0,100,432,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,70,5,-1,1,100,663,0,660,1,100,545,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,71,5,1,1,100,452,0,666,1,100,320,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,72,5,-1,1,100,404,0,1290,1,100,1298,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,73,5,1,0,67,1789,1,985,0,100,1282,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,74,5,1,1,100,479,0,547,1,100,404,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,3,75,5,-1,1,100,557,0,700,1,100,303,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,76,20,-1,1,100,454,0,770,1,100,581,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,77,20,1,1,83,1895,0,2668,1,100,514,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,78,20,-1,1,100,901,0,550,1,100,531,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,79,20,1,0,83,1698,1,591,1,100,377,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,80,20,-1,1,100,585,0,599,1,100,348,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,81,20,1,1,100,548,0,712,1,100,701,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,82,20,-1,1,100,582,0,574,1,100,583,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,83,20,1,1,67,1586,1,519,0,83,1939,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,84,20,1,1,83,2136,1,703,1,100,580,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,85,20,-1,1,100,493,0,458,1,100,384,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,86,20,1,1,100,717,0,510,1,100,310,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,87,20,-1,1,100,349,0,514,1,100,553,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,88,20,1,0,67,1593,1,804,1,100,472,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,89,20,1,1,83,1894,1,601,1,83,1636,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,90,20,-1,1,100,1709,0,1860,1,100,300,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,91,20,-1,1,67,1360,1,498,1,100,334,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,92,20,1,1,83,1186,0,1119,1,83,466,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,93,20,-1,1,67,2654,1,460,1,100,330,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,94,20,-1,1,100,554,0,464,1,100,557,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,95,20,1,1,100,353,0,1069,1,100,218,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,96,20,-1,0,67,1828,1,489,1,100,300,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,97,20,1,1,100,812,0,988,1,100,309,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,98,20,1,1,67,898,1,490,1,67,1360,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,99,20,-1,1,100,309,0,987,1,100,1755,1,2.88,FALSE,FALSE
"667c2662a541712f84139691",1,"batch1",1,4,100,20,1,0,83,1081,0,661,0,83,301,1,2.88,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,1,5,-1,1,83,961,0,1603,1,83,1230,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,2,5,-1,1,100,598,0,1218,1,100,549,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,3,5,1,1,83,1483,1,3269,1,100,783,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,4,5,1,1,83,2021,1,1549,1,83,1264,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,5,5,-1,1,83,701,0,4062,1,83,494,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,6,5,-1,1,100,688,0,1164,1,100,642,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,7,5,1,1,83,729,1,1315,1,100,522,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,8,5,-1,1,100,887,0,1469,1,100,526,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,9,5,-1,1,100,572,0,917,1,100,453,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,10,5,-1,1,100,596,0,1523,1,100,404,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,11,5,1,1,83,1401,1,1645,1,83,818,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,12,5,1,1,100,809,0,1236,1,100,451,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,13,5,-1,1,100,453,0,1446,1,100,520,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,14,5,1,0,83,1085,1,1178,1,100,717,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,15,5,1,0,83,1036,1,1963,1,100,1300,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,16,5,-1,1,100,568,0,1090,1,100,560,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,17,5,1,1,83,1396,1,1271,1,100,747,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,18,5,1,0,67,2013,1,2548,1,100,1041,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,19,5,-1,1,100,651,0,1659,1,100,443,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,20,5,-1,1,100,386,0,1116,1,100,560,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,21,5,-1,1,100,511,0,839,1,100,460,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,22,5,1,1,83,1531,1,1647,1,100,412,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,23,5,-1,1,100,1349,0,1516,1,100,430,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,24,5,1,1,83,959,1,1252,1,100,357,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,1,25,5,-1,1,100,432,0,855,1,100,492,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,26,20,-1,1,83,715,1,2753,1,100,95,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,27,20,1,1,83,1103,1,1196,1,100,62,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,28,20,1,0,100,424,0,1866,0,100,402,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,29,20,-1,1,100,472,0,1301,1,100,450,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,30,20,1,1,83,1753,0,2183,1,100,445,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,31,20,1,1,67,2419,1,1467,1,100,546,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,32,20,-1,1,100,510,0,1057,1,100,490,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,33,20,1,1,83,3544,0,1449,1,83,525,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,34,20,1,0,67,1226,1,1101,1,83,1105,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,35,20,1,0,83,1258,1,2565,1,83,1153,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,36,20,-1,1,100,770,0,1010,1,100,507,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,37,20,-1,1,100,512,0,1121,1,100,492,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,38,20,-1,1,100,577,0,863,1,100,434,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,39,20,1,1,100,736,0,1301,1,83,507,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,40,20,1,0,67,3245,1,1042,1,100,282,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,41,20,1,0,83,1197,0,2688,0,83,451,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,42,20,-1,1,83,1205,0,1990,1,83,723,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,44,20,1,0,83,1305,1,1253,1,100,428,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,45,20,1,0,67,1379,1,806,1,100,456,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,46,20,-1,1,100,684,0,1454,1,100,471,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,47,20,1,1,83,875,0,1683,1,83,399,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,48,20,-1,1,100,1573,0,1704,1,100,561,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,49,20,-1,1,100,614,0,1105,1,100,427,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,2,50,20,-1,1,100,459,0,635,1,100,427,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,51,5,1,0,67,920,1,1364,1,100,549,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,52,5,-1,1,100,778,0,2583,1,83,430,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,53,5,1,1,67,1413,1,1204,1,100,354,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,54,5,-1,1,83,790,0,1698,1,83,958,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,55,5,-1,1,83,960,0,2399,1,83,408,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,56,5,1,0,83,1146,1,1237,1,83,1036,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,57,5,-1,1,100,701,0,1330,1,100,807,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,58,5,-1,1,100,572,0,1044,1,100,588,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,59,5,-1,1,100,377,0,1578,1,100,442,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,60,5,1,1,100,827,0,1469,1,83,654,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,61,5,1,0,67,889,1,1093,1,100,371,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,62,5,1,1,83,1482,1,1722,1,100,485,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,63,5,-1,1,100,495,0,1537,1,83,745,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,64,5,1,0,83,990,0,1060,0,83,551,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,65,5,-1,1,100,445,0,904,1,100,503,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,66,5,-1,1,100,594,0,1074,1,100,600,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,67,5,-1,1,100,462,0,803,1,100,512,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,68,5,1,0,83,1975,1,3484,1,100,560,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,69,5,-1,1,100,588,0,1490,1,100,457,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,70,5,1,1,100,1629,0,2585,1,83,578,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,71,5,-1,1,100,519,0,1497,1,83,741,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,72,5,1,1,67,2134,1,989,1,100,527,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,73,5,1,1,67,1509,1,927,1,100,449,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,74,5,-1,1,100,531,0,1007,1,100,700,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,3,75,5,1,0,83,1049,1,923,1,100,484,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,76,20,-1,1,83,960,0,1401,1,83,1192,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,77,20,1,1,83,1530,1,8169,1,100,2261,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,78,20,1,0,67,909,1,1298,1,100,1031,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,79,20,-1,0,67,3927,1,2101,1,100,509,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,80,20,-1,1,100,782,0,1253,1,100,580,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,81,20,1,0,100,511,0,1274,0,100,495,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,82,20,-1,1,100,588,0,1041,1,100,516,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,83,20,1,0,83,1309,0,834,0,83,472,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,84,20,1,0,83,1047,0,1899,0,83,432,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,85,20,-1,1,100,887,0,1202,1,100,452,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,86,20,-1,1,100,620,0,1214,1,100,599,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,87,20,-1,1,100,639,0,2527,1,83,356,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,88,20,1,1,67,1232,1,5840,1,83,904,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,89,20,-1,1,100,700,0,2495,1,100,596,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,90,20,1,0,83,775,1,127752,0,83,5570,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,91,20,1,1,83,1174,1,1464,1,100,648,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,92,20,-1,1,100,491,0,1114,1,100,1324,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,93,20,1,0,83,1059,0,1611,0,83,363,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,94,20,1,1,83,905,1,874,1,100,350,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,95,20,1,0,67,1621,1,803,1,100,511,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,96,20,-1,1,100,445,0,1018,1,100,1153,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,97,20,1,0,83,865,1,2188,1,100,630,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,98,20,1,0,100,783,0,1336,0,100,547,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,99,20,-1,1,100,654,0,1028,1,100,528,1,3.684,FALSE,FALSE
"5efcb50255a06b097b8d5d29",1,"batch1",1,4,100,20,-1,1,100,484,0,614,1,100,356,1,3.684,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,1,5,-1,1,100,1302,1,1164,1,100,382,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,2,5,-1,1,100,596,1,1153,1,100,41,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,3,5,-1,1,100,251,1,1287,1,100,157,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,4,5,1,1,83,944,1,1146,1,100,547,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,5,5,1,1,100,534,1,2168,1,100,375,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,6,5,-1,0,100,898,1,2134,1,100,483,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,7,5,1,1,100,749,1,685,1,100,172,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,8,5,1,1,100,629,1,1225,1,100,350,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,9,5,-1,0,100,816,1,167,1,100,447,1,3.792,FALSE,FALSE
"5b17642244127b00013f7f65",1,"batch1",1,1,10,5,-1,0,83,1568,1,1209,1,100,677,1,3.792,FALSE,FALSE
